x,y
-1.3319477369945019,-1.1002000257286633
-1.3284836336473118,-1.2293238944204015
-1.325019530300122,-1.6722411754871966
-1.3215554269529322,-0.7598178696444068
-1.3180913236057425,-0.9104317602913008
-1.3146272202585525,-0.891901348715699
-1.311163116911363,-1.557643836420299
-1.3076990135641728,-0.6449526801522784
-1.3042349102169832,-1.7450636365369072
-1.300770806869793,-0.9596170296967832
-1.2973067035226034,-0.32566068133842946
-1.2938426001754133,-1.5738147834179401
-1.2903784968282235,-1.40378229002478
-1.2869143934810336,-1.1386683349944349
-1.2834502901338438,-1.3727698143618472
-1.279986186786654,-1.7815511113147986
-1.276522083439464,-1.1414472389793233
-1.273057980092274,-1.583145241036158
-1.2695938767450843,-0.9758209256107702
-1.2661297733978945,-1.520640649746812
-1.2626656700507046,-0.5461209551170975
-1.2592015667035148,-1.4607749904118725
-1.255737463356325,-1.2762062545467616
-1.252273360009135,-0.8263544720408148
-1.248809256661945,-1.6274010626638733
-1.2453451533147553,-1.0505911395577672
-1.2418810499675654,-0.6227270870482098
-1.2384169466203756,-1.7661010281734686
-1.2349528432731858,-1.0579872874151324
-1.231488739925996,-1.0252365714629343
-1.228024636578806,-0.8167713258932701
-1.224560533231616,-1.6077445376885817
-1.2210964298844262,-1.6374430826660062
-1.2176323265372364,-0.9095503123295422
-1.2141682231900466,-0.9948913177822302
-1.2107041198428568,-1.0100296646094356
-1.207240016495667,-0.9691336797827038
-1.2037759131484769,-1.3697663947329795
-1.200311809801287,-1.0077540746922635
-1.1968477064540972,-0.9806797388275259
-1.1933836031069074,-1.3738191485695868
-1.1899194997597176,-0.35572701557391473
-1.1864553964125277,-0.9001238384784599
-1.182991293065338,-1.551987087693375
-1.1795271897181479,-0.8219469436483049
-1.176063086370958,-1.460474529404095
-1.1725989830237682,-0.764299865575275
-1.1691348796765784,-0.6150087930993864
-1.1656707763293885,-1.3904456194280173
-1.1622066729821987,-0.6855019014670898
-1.1587425696350089,-0.8989389829277633
-1.1552784662878188,-0.7347910417312569
-1.151814362940629,-0.30887416550606395
-1.1483502595934392,-1.1483920910770962
-1.1448861562462493,-1.3452104440927903
-1.1414220528990595,-1.3954713258341136
-1.1379579495518697,-1.3633282830779112
-1.1344938462046799,-1.0695929904880077
-1.1310297428574898,-0.9019147767636061
-1.1275656395103,-0.9241217131462377
-1.1241015361631101,-0.704424844253566
-1.1206374328159203,-1.0215485961622723
-1.1171733294687305,-0.45173752343188966
-1.1137092261215407,-1.124470774942772
-1.1102451227743508,0.052817894306041765
-1.1067810194271608,-0.7679444718997067
-1.103316916079971,-1.3480919897826613
-1.0998528127327811,-1.4290186256387847
-1.0963887093855913,-0.8148226348419969
-1.0929246060384015,-1.0893656845438944
-1.0894605026912116,-0.7174464164279694
-1.0859963993440218,-0.8090050061965698
-1.0825322959968318,-1.020660650374556
-1.079068192649642,-1.3219644501697962
-1.075604089302452,-1.5816060088620416
-1.0721399859552623,-1.158206911778641
-1.0686758826080724,-0.6425306919533823
-1.0652117792608826,-0.8920436013722358
-1.0617476759136928,-1.4631466249869824
-1.0582835725665027,-0.9018372361438357
-1.054819469219313,-0.8152391889760603
-1.051355365872123,-1.311343346143466
-1.0478912625249333,-0.9000402454208981
-1.0444271591777434,-0.934463345188532
-1.0409630558305536,-1.4038200501822404
-1.0374989524833638,-0.8103181323668655
-1.0340348491361737,-0.7273151993991118
-1.0305707457889839,-0.5187214640033837
-1.027106642441794,-0.5270770908633108
-1.0236425390946042,-1.480392913858516
-1.0201784357474144,-1.3042216062123704
-1.0167143324002246,-0.7295610302611274
-1.0132502290530347,-0.7269023692227504
-1.0097861257058447,-0.7232559378318792
-1.0063220223586549,0.5928361177828664
-1.002857919011465,-0.6949888844735971
-0.9993938156642752,-0.4697129864190863
-0.9959297123170854,-0.5379845167287967
-0.9924656089698956,-0.6538720631796467
-0.9890015056227055,-1.0309764093752325
-0.9855374022755157,-0.6052539981662117
-0.9820732989283258,-1.2046646204033231
-0.9786091955811359,-0.9906660353107847
-0.9751450922339461,-1.0852858522170419
-0.9716809888867562,-0.8590019229220531
-0.9682168855395663,0.02245676717059656
-0.9647527821923765,-1.619433062833054
-0.9612886788451867,-0.611804764971848
-0.9578245754979968,-1.5130009970386034
-0.9543604721508069,-1.0611016210063406
-0.950896368803617,-0.44394845792142146
-0.9474322654564272,-0.8438721826640933
-0.9439681621092373,-1.2899594407452302
-0.9405040587620475,-1.1442361900189628
-0.9370399554148576,-0.5923748391327698
-0.9335758520676678,-1.1438612723841635
-0.9301117487204777,-0.7682593048368601
-0.926647645373288,-0.8323307824155491
-0.9231835420260981,-1.1034267328275071
-0.9197194386789084,-0.0005955973785156722
-0.9162553353317183,-0.5914428210964626
-0.9127912319845287,-1.6342856108466304
-0.9093271286373387,-0.7611614404965611
-0.905863025290149,-1.091683119568551
-0.9023989219429589,-0.49288561019155863
-0.8989348185957693,-1.1368097468829002
-0.8954707152485791,-0.8670401879999512
-0.8920066119013895,-0.6201098706807714
-0.8885425085541996,-0.4750447869722459
-0.8850784052070099,-1.284615714318058
-0.8816143018598198,-0.9408884713906749
-0.87815019851263,-0.9929847390213172
-0.8746860951654402,-1.0600053729218881
-0.8712219918182503,-0.10538039019003559
-0.8677578884710604,-0.6373982543058287
-0.8642937851238706,-1.2895483668889394
-0.8608296817766807,-0.42934676759227547
-0.8573655784294908,0.0475355814692878
-0.853901475082301,-0.37796514862603653
-0.8504373717351111,-1.3786283838815316
-0.8469732683879213,-0.9682877195009487
-0.8435091650407314,-0.27629105018987726
-0.8400450616935415,-1.049880110316886
-0.8365809583463517,-0.5937697610918411
-0.8331168549991618,-0.4604873785693451
-0.8296527516519719,-1.1266803224398985
-0.8261886483047821,-0.7823197770375827
-0.8227245449575923,-2.0307689190119103
-0.8192604416104023,-1.1555666589996456
-0.8157963382632125,-0.8488065530597477
-0.8123322349160227,-1.237143373218913
-0.8088681315688327,-0.1010135171468129
-0.8054040282216429,-1.302577260696673
-0.8019399248744531,-0.9099535516777915
-0.7984758215272633,-0.6822741936810517
-0.7950117181800733,-0.16360090766334465
-0.7915476148328835,-1.2922272223071785
-0.7880835114856937,-0.2667004219115559
-0.7846194081385037,-0.7170777226515327
-0.7811553047913139,-1.1040482463475716
-0.7776912014441241,-0.5330256201224329
-0.7742270980969342,-0.6333488329336756
-0.7707629947497443,-0.9446095019663484
-0.7672988914025545,-0.6778945864979786
-0.7638347880553646,-0.8537729669802762
-0.7603706847081747,-0.6543981431346437
-0.7569065813609849,-0.4354404623131804
-0.753442478013795,-0.06886202180193711
-0.7499783746666052,-1.1765205295926098
-0.7465142713194153,0.15261764217980067
-0.7430501679722255,-1.4511930339924164
-0.7395860646250356,-0.7398593259659063
-0.7361219612778458,-0.44557578452997904
-0.7326578579306559,-0.5633179984547177
-0.729193754583466,-0.9156522379130878
-0.7257296512362762,-0.749420212463018
-0.7222655478890863,-0.8583326042609795
-0.7188014445418964,-0.8930890587581765
-0.7153373411947066,-0.32389373912835756
-0.7118732378475168,-0.514512028427125
-0.7084091345003268,-0.9243700965273273
-0.704945031153137,-0.2947758431617199
-0.7014809278059472,-0.5246184462996006
-0.6980168244587572,-0.32259559649062913
-0.6945527211115672,-0.39152381740451697
-0.6910886177643775,-0.9621513874899251
-0.6876245144171874,-0.8532581518115395
-0.6841604110699977,-0.33578781489942877
-0.6806963077228078,-0.3864991336307952
-0.6772322043756182,-0.6316719257977803
-0.673768101028428,-0.5741468023376716
-0.6703039976812384,-0.11455567919600906
-0.6668398943340483,-0.8467055262002141
-0.6633757909868587,-0.3956382185873969
-0.6599116876396686,-0.6872357235499355
-0.656447584292479,-0.690178338555622
-0.652983480945289,-0.16917420503068703
-0.6495193775980992,-0.2735556992572618
-0.6460552742509093,-0.27508932965071325
-0.6425911709037195,-0.07841371504295871
-0.6391270675565295,-0.5805364795587319
-0.6356629642093397,-0.31738935668778434
-0.6321988608621498,-0.7045479170768617
-0.62873475751496,-0.45183137956448516
-0.6252706541677701,-0.6273925963102724
-0.6218065508205802,-0.5348930022119754
-0.6183424474733904,-0.33578168917127443
-0.6148783441262006,-0.8886108204774801
-0.6114142407790106,0.25948275863709036
-0.6079501374318208,-0.9561840471514391
-0.604486034084631,-1.0349220908086991
-0.601021930737441,-0.09858247590666197
-0.5975578273902512,-0.23958179342311192
-0.5940937240430614,-0.3023378945024228
-0.5906296206958715,-0.29752553383877045
-0.5871655173486816,-0.546364693076091
-0.5837014140014918,-0.8913493057483817
-0.580237310654302,-0.5054278057619863
-0.576773207307112,-0.7984714287173458
-0.5733091039599222,-0.14536472266562533
-0.5698450006127324,-0.5836445142478682
-0.5663808972655425,-0.8473717266997036
-0.5629167939183526,-0.6459197510946392
-0.5594526905711628,-0.35391185258332203
-0.5559885872239729,-0.734948124829587
-0.552524483876783,-0.8334823197996419
-0.5490603805295932,-0.41103701142741617
-0.5455962771824033,-0.4073836472103495
-0.5421321738352135,-0.700011666487224
-0.5386680704880236,-0.6827376936285342
-0.5352039671408337,-0.40301434217070536
-0.5317398637936439,-1.0607772876155361
-0.528275760446454,-1.0416483047347824
-0.5248116570992641,-0.767459142313293
-0.5213475537520743,-0.5656587539576914
-0.5178834504048845,-0.35624366350955905
-0.5144193470576945,0.10496465497234983
-0.5109552437105047,-0.1348680460335355
-0.5074911403633149,-0.5320096968458696
-0.504027037016125,-0.47342509454638493
-0.5005629336689351,-0.8571587581520279
-0.4970988303217453,-0.4669269944208654
-0.4936347269745554,-0.5700438066952174
-0.4901706236273656,-0.3263967535991384
-0.4867065202801757,-0.7756013471474662
-0.48324241693298586,-0.2427491688301825
-0.479778313585796,0.15903827494635878
-0.4763142102386061,-0.48352676658711835
-0.47285010689141627,-0.279572760227737
-0.4693860035442264,-0.16296229033949797
-0.46592190019703655,-0.5891213344372365
-0.46245779684984667,-0.33999238499997464
-0.45899369350265684,-0.42003989556083515
-0.45552959015546696,-0.38342048729326317
-0.4520654868082771,-0.7227713781476813
-0.44860138346108724,-0.40590150003345776
-0.44513728011389736,-0.21649576260894682
-0.44167317676670753,0.16159233564506575
-0.43820907341951765,-0.028745155186833626
-0.4347449700723278,0.4440529917030508
-0.43128086672513793,-0.7016434134932226
-0.42781676337794805,-0.05349836945153983
-0.4243526600307582,-0.32137122722448397
-0.42088855668356834,0.4710587725996964
-0.4174244533363785,-0.7051517514652771
-0.4139603499891886,-0.7143627067788858
-0.4104962466419988,-0.6166745033792029
-0.4070321432948089,-1.2132169307969212
-0.4035680399476191,-0.5814075243243271
-0.4001039366004292,-0.6700609923391603
-0.3966398332532393,-0.3091312127687884
-0.3931757299060495,-0.23070512109005686
-0.3897116265588596,0.3760365040686678
-0.3862475232116698,0.015026265951989802
-0.3827834198644799,-0.5826271992806044
-0.37931931651729006,-0.7059496213555901
-0.3758552131701002,-0.15588502958498177
-0.3723911098229103,-0.8655798270713592
-0.36892700647572046,0.37734877370642683
-0.3654629031285306,0.12401483537973652
-0.36199879978134075,-0.5213497010913901
-0.35853469643415087,-1.00753468495173
-0.35507059308696104,0.20208141915713745
-0.35160648973977116,-0.37239659269213277
-0.34814238639258127,0.16272874790116218
-0.34467828304539144,-0.9482386460595703
-0.34121417969820156,-0.5536654998440873
-0.33775007635101173,-0.3126770231627274
-0.33428597300382185,-0.29310891167094205
-0.330821869656632,-0.4854814128213629
-0.32735776630944213,-0.06027945315800836
-0.3238936629622523,-0.7221082950813781
-0.3204295596150624,-0.35499691692402574
-0.31696545626787254,-0.2485185172264955
-0.3135013529206827,-0.09032462406839535
-0.3100372495734928,-0.009611541103340256
-0.306573146226303,-0.7287883420210265
-0.3031090428791131,-0.88671193568896
-0.2996449395319233,0.2225100941074531
-0.2961808361847334,-0.14621639873060346
-0.2927167328375435,-0.5682199241890091
-0.2892526294903537,0.33953710263478903
-0.2857885261431638,-0.22198534308126477
-0.282324422795974,0.19956109417215917
-0.2788603194487841,-0.2346282824699
-0.27539621610159426,0.5525968592971592
-0.2719321127544044,0.4356092282906387
-0.2684680094072145,-0.34967248539191886
-0.26500390606002466,0.13359851336304776
-0.2615398027128348,0.00843355566551181
-0.25807569936564495,0.296090127010273
-0.25461159601845507,-0.6187084009513315
-0.25114749267126496,0.033884358683421975
-0.2476833893240751,0.18351453568768733
-0.24421928597688525,-0.9215208519750575
-0.2407551826296954,-0.6919942677858253
-0.23729107928250553,-1.0255578257333031
-0.23382697593531568,-0.3262129723782264
-0.23036287258812582,0.06517248872317057
-0.22689876924093597,0.3770445477114958
-0.22343466589374608,-0.18163971198727977
-0.21997056254655623,0.4330109553066003
-0.21650645919936637,-0.747375491517252
-0.2130423558521765,-0.87139416345737
-0.20957825250498666,-0.2200366539116651
-0.2061141491577968,-0.043956285434352385
-0.20265004581060694,-0.20474680018069555
-0.19918594246341706,-1.0020036005551054
-0.1957218391162272,-0.2206425638413519
-0.19225773576903735,-0.6955734850989856
-0.1887936324218475,0.08414326402614074
-0.18532952907465763,-0.03192672333290162
-0.18186542572746778,-0.5427048163050392
-0.17840132238027792,-0.37197437840898673
-0.17493721903308806,-0.5833468232573744
-0.17147311568589818,-0.18819078700165567
-0.16800901233870832,0.215338896366606
-0.16454490899151847,-0.544988804311648
-0.1610808056443286,0.0441919151342949
-0.15761670229713876,-0.3595213536710685
-0.1541525989499489,-0.4596759822970082
-0.15068849560275904,-0.18673658556134126
-0.1472243922555692,-0.5487164635444265
-0.1437602889083793,-0.3561225081929309
-0.14029618556118945,-0.6063920778094534
-0.1368320822139996,0.6408285948298292
-0.13336797886680973,-0.11501202779859546
-0.12990387551961988,-0.4009839704409156
-0.12643977217243002,-0.03841031258070068
-0.12297566882524015,-0.16361970488977387
-0.1195115654780503,-0.20320583904817294
-0.11604746213086044,0.12846114858369964
-0.11258335878367057,0.1879971881839018
-0.10911925543648071,-0.31551570059518713
-0.10565515208929085,-0.3301919448995233
-0.102191048742101,-0.2087295517688537
-0.09872694539491113,-1.0028874352061503
-0.09526284204772127,-0.690261953767726
-0.09179873870053142,0.44660383458094893
-0.08833463535334156,0.5591473298914862
-0.08487053200615169,-0.18274527594140408
-0.08140642865896183,0.14516767275808207
-0.07794232531177198,0.04395425375393214
-0.0744782219645821,1.1358049671752997
-0.07101411861739225,0.3682245103075667
-0.0675500152702024,-0.11935049309842272
-0.06408591192301254,-0.4417617137216292
-0.060621808575822674,-0.6946579244019144
-0.05715770522863281,0.020454980354612393
-0.053693601881442954,-0.3539563152558164
-0.05022949853425309,-0.6127519168783697
-0.046765395187063234,-0.30447288058042643
-0.04330129183987337,-0.47242858444991537
-0.039837188492683515,0.6198387009475644
-0.03637308514549365,0.3061291886178449
-0.032908981798303795,-0.040666810322782396
-0.02944487845111393,0.5477839018124998
-0.025980775103924072,-0.0007961037923540756
-0.022516671756734212,-0.3668829710291238
-0.019052568409544352,0.5742198696140239
-0.015588465062354492,0.1902105026543887
-0.012124361715164633,-0.4266506700535619
-0.008660258367974773,-0.09035326427067862
-0.005196155020784913,-0.35677102753154183
-0.0017320516735950529,-0.5531304875542618
0.001732051673594807,0.3583001221874643
0.0051961550207846674,0.7482261846803218
0.008660258367974526,-0.549882760311007
0.012124361715164386,0.2248754763128555
0.015588465062354248,-0.24937190494599207
0.019052568409544106,-0.18189917972608272
0.022516671756733966,-0.22015847594422872
0.025980775103923825,-0.323846201637606
0.029444878451113685,0.03825815848605723
0.032908981798303545,-0.3045488197083482
0.03637308514549341,0.13186083313068672
0.039837188492683265,0.008859431958524757
0.04330129183987313,-0.062223138423912826
0.046765395187062984,-0.32208581330040725
0.05022949853425285,-0.1888122004756805
0.053693601881442704,0.3383695998515675
0.05715770522863257,0.241417458856875
0.060621808575822424,-0.3370179307653998
0.06408591192301229,0.08974654888345761
0.06755001527020214,0.3493949236177271
0.07101411861739201,-0.5997201037728461
0.07447822196458187,0.2738637468196417
0.07794232531177173,-0.197383071549897
0.08140642865896158,0.2908787310995162
0.08487053200615145,-0.23066972856893844
0.08833463535334131,-0.6372619917774741
0.09179873870053117,-0.564351929902781
0.09526284204772102,0.09793834934724373
0.09872694539491089,0.1843401450946361
0.10219104874210075,-0.27040687192004453
0.1056551520892906,0.3396761177966642
0.10911925543648023,-0.5619671624083826
0.11258335878367033,0.06877997457746818
0.11604746213086044,-0.3784526188266298
0.11951156547805004,-0.1553382991960662
0.12297566882523966,0.12286921833152062
0.12643977217242977,-0.23108595747601635
0.12990387551961988,-0.040748051497894386
0.13336797886680948,0.5095189328830376
0.1368320822139991,-0.11010702754773628
0.1402961855611892,0.44871008312351846
0.1437602889083793,-0.32126719959638184
0.14722439225556894,0.33468340344167563
0.15068849560275854,0.6964935411642932
0.15415259894994865,-0.8396938044513309
0.1576167022971385,-0.17774895837171764
0.16108080564432836,0.3658775723158986
0.16454490899151822,0.062153486873909425
0.16800901233870807,0.2911727371854025
0.17147311568589796,-0.08926366790794361
0.17493721903308782,0.18553734922732962
0.17840132238027767,0.09338707188536835
0.18186542572746753,0.6171452781936092
0.18532952907465738,0.26100722529016246
0.18879363242184724,0.2968784929716092
0.1922577357690371,0.0052064073385845585
0.19572183911622695,-0.021433045439407557
0.19918594246341684,0.0033712591901278034
0.2026500458106067,0.331841740884419
0.20611414915779655,0.014224205998629101
0.2095782525049864,0.296965129729205
0.21304235585217626,1.0025254515848363
0.21650645919936612,0.5319504511791878
0.21997056254655598,0.06417933108826393
0.22343466589374586,0.6680975846887792
0.22689876924093572,0.03820287260697946
0.23036287258812557,-0.5998581313893917
0.23382697593531543,-0.19152273283185978
0.23729107928250529,-0.5277344304911918
0.24075518262969514,0.07305299095601082
0.244219285976885,0.2217228894207971
0.24768338932407485,0.8770865465022671
0.25114749267126474,0.3493810277792626
0.25461159601845457,0.13774058128489933
0.25807569936564445,0.5533406769690437
0.2615398027128343,-0.6395643060576859
0.26500390606002416,0.32606179434316435
0.26846800940721405,0.539763003339969
0.2719321127544039,-0.34195176866052784
0.27539621610159376,0.6927461925770168
0.2788603194487836,0.3791327576848686
0.2823244227959735,0.08576733840460674
0.2857885261431633,0.5011957953188213
0.2892526294903532,1.148649607919914
0.29271673283754307,0.33011969682778464
0.2961808361847329,0.35937154948265226
0.2996449395319228,0.08418090188809998
0.3031090428791126,-0.06627315817709363
0.3065731462263025,0.5978080528664936
0.3100372495734923,-0.0624273609233375
0.3135013529206822,0.3056316903157124
0.3169654562678721,0.0927341218976861
0.3204295596150619,0.4721958480163641
0.3238936629622518,0.418182438577798
0.32735776630944163,0.6982163927672699
0.3308218696566315,0.09260552162164239
0.33428597300382135,0.19021987657545908
0.33775007635101123,-0.0854850204471768
0.34121417969820134,0.12790928975184104
0.34467828304539117,0.45424905694539
0.34814238639258105,0.6067567675833025
0.35160648973977093,-0.0506205430905836
0.35507059308696076,0.6573571514037403
0.35853469643415065,0.8516972417301741
0.3619987997813405,0.4842137382120974
0.36546290312853036,1.0630049274784927
0.3689270064757202,0.02349656989041815
0.37239110982291007,-0.1585773053483313
0.37585521317009996,-0.36551212924772725
0.3793193165172898,0.9258294347619916
0.38278341986447967,0.5978890932066374
0.3862475232116695,0.3217666163959167
0.3897116265588594,0.4569130464319337
0.3931757299060492,-0.09280058715452401
0.3966398332532391,1.3151656823420843
0.400103936600429,0.4070639580824753
0.4035680399476188,0.4024149718454422
0.4070321432948087,0.648026758479223
0.4104962466419985,0.5548968466009235
0.4139603499891884,0.4569018173212738
0.41742445333637823,0.06103455420440616
0.4208885566835681,0.5605940712603789
0.42435266003075794,1.118613491282296
0.42781676337794783,0.9106799405040277
0.4312808667251377,1.0112937814740062
0.43474497007232754,0.18663686986669514
0.4382090734195174,0.0016034266557758687
0.44167317676670725,0.3445528720828483
0.44513728011389714,0.4191041369081996
0.44860138346108697,0.8307550011783845
0.45206548680827685,-0.262279548247345
0.45552959015546673,1.0083119442810704
0.45899369350265656,0.3476286499427194
0.46245779684984645,0.24501233369467246
0.4659219001970363,0.017953623637643606
0.46938600354422616,-0.23173521873713848
0.472850106891416,0.7461944425150714
0.4763142102386059,0.45437563467060815
0.47977831358579576,-0.07874615617846968
0.4832424169329856,-0.07760926586441966
0.48670652028017547,0.3028975636033561
0.4901706236273651,1.09467665429933
0.4936347269745552,0.3391698857849331
0.4970988303217448,-0.1468548885501685
0.5005629336689349,0.35091758237973425
0.5040270370161245,0.34345438647358184
0.5074911403633147,-0.6069865581107894
0.5109552437105043,0.43567771419933066
0.5144193470576943,0.3693432175341881
0.5178834504048839,0.7372019777311823
0.5213475537520741,1.1938083011280864
0.5248116570992637,0.9127920213189987
0.5282757604464537,0.3670136347561928
0.5317398637936434,0.04066306995231964
0.5352039671408335,1.4913668104812647
0.5386680704880231,0.5055311770733234
0.5421321738352132,0.49086592780451893
0.5455962771824028,0.47904661137890847
0.5490603805295929,0.5696072213170448
0.5525244838767825,0.438049946998757
0.5559885872239726,0.2723260327947412
0.5594526905711623,0.2860196364034624
0.5629167939183524,0.4914030678852486
0.566380897265542,0.2936707402324812
0.5698450006127321,0.23017583886671397
0.5733091039599217,0.5556038774869755
0.5767732073071118,0.4165874295539967
0.5802373106543014,1.1116622064106447
0.5837014140014916,-0.5196220118776756
0.5871655173486812,0.9557030788719613
0.5906296206958712,1.0196595380208398
0.5940937240430608,-0.28296969510519593
0.597557827390251,0.4009854917425353
0.6010219307374406,0.3928249442230747
0.6044860340846306,-0.011583287885294289
0.6079501374318204,0.23926942633093315
0.6114142407790104,0.11152233175004306
0.6148783441262,1.2408279417347197
0.6183424474733902,0.9227558974431153
0.6218065508205798,1.0580295448889514
0.6252706541677698,0.8448726096932718
0.6287347575149594,0.12000498977515686
0.6321988608621496,0.3609591576875322
0.6356629642093397,0.7629442414496389
0.6391270675565293,0.09284205556399261
0.6425911709037194,0.8572111872693646
0.646055274250909,0.4853530751209394
0.6495193775980991,0.4355968293480039
0.6529834809452887,0.8658596298581623
0.6564475842924788,0.7640994874006908
0.6599116876396685,0.4504971291582609
0.6633757909868585,1.0516848164154238
0.6668398943340482,0.17353330391087027
0.6703039976812383,0.8442304923289146
0.6737681010284279,0.8383982666918773
0.677232204375618,0.48647458282385686
0.6806963077228076,0.7396813969910478
0.6841604110699977,0.12239129428325161
0.6876245144171873,0.9811746773829595
0.6910886177643775,0.5481062247184133
0.6945527211115671,0.4183680030359896
0.6980168244587571,1.0397891366336784
0.7014809278059467,0.35322423554748156
0.7049450311531369,0.0793961716071674
0.7084091345003265,0.024261598355049117
0.7118732378475165,0.8781272881272286
0.7153373411947062,0.13921030350402883
0.7188014445418963,1.3363238097968606
0.7222655478890859,-0.1697749115151425
0.7257296512362761,1.3196757188107031
0.7291937545834657,0.73849993509978
0.7326578579306557,0.6205983121199815
0.7361219612778453,0.44743799740259704
0.7395860646250355,0.8219503243906091
0.7430501679722251,0.6532882484995405
0.7465142713194152,1.1052476444246015
0.7499783746666048,0.7193264246512392
0.7534424780137949,0.7366669725091097
0.7569065813609845,0.5376591559958482
0.7603706847081746,0.661442445009177
0.7638347880553642,0.8080729325015095
0.7672988914025544,0.01741576181074517
0.770762994749744,0.16295881085432146
0.7742270980969341,0.9888207023805088
0.7776912014441237,0.7668068141904262
0.7811553047913138,0.6303703451671789
0.7846194081385034,0.7131451646822848
0.7880835114856936,0.8457718586067631
0.7915476148328832,0.4998692060357821
0.7950117181800732,0.40918304005005884
